,coefficient_name,value,constrain
351,joint_drive_transit_ASC_auto_deficient_school,-5.462310791015625,T
352,joint_drive_transit_ASC_auto_sufficient_school,-6.114416599273682,T
353,joint_taxi_ASC_no_auto_school,-4.57919979095459,T
354,joint_taxi_ASC_auto_deficient_school,-9.815699577331543,T
355,joint_taxi_ASC_auto_sufficient_school,-11.70989990234375,T
356,joint_tnc_single_ASC_no_auto_school,-4.491700172424316,T
357,joint_tnc_single_ASC_auto_deficient_school,-9.896100044250488,T
358,joint_tnc_single_ASC_auto_sufficient_school,-14.015899658203125,T
359,joint_tnc_shared_ASC_no_auto_school,-4.30019998550415,T
360,joint_tnc_shared_ASC_auto_deficient_school,-11.15719985961914,T
361,joint_tnc_shared_ASC_auto_sufficient_school,-13.204999923706055,T
362,local_bus_ASC_school,-4.345001220703125,T
363,walk_light_rail_ASC_school,4.400155544281006,T
364,drive_light_rail_ASC_school,-1.3265445232391357,T
365,walk_ferry_ASC_school,2.0202317237854004,T
366,drive_ferry_ASC_school,2.0202317237854004,T
367,express_bus_ASC_school,0.3249693810939789,T
368,heavy_rail_ASC_school,0.962003767490387,T
369,commuter_rail_ASC_school,1.0336205959320068,T
370,walk_transit_CBD_ASC_school,8.77107048034668,T
371,drive_transit_CBD_ASC_school,-0.5062498450279236,T
372,coef_topology_walk_multiplier_othmaint,15.0,T
373,coef_topology_bike_multiplier_othmaint,20.0,T
374,coef_topology_trn_multiplier_othmaint,2.200000047683716,T
375,coef_age16p_sr_multiplier_othmaint,-1.7041667699813843,T
376,taxi_ASC_no_auto_othmaint,2.064345598220825,T
377,taxi_ASC_auto_deficient_othmaint,-3.2915244102478027,T
378,taxi_ASC_auto_sufficient_othmaint,-4.28021764755249,T
379,tnc_single_ASC_no_auto_othmaint,13.348499298095703,T
380,tnc_single_ASC_auto_deficient_othmaint,-2.82663631439209,T
381,tnc_single_ASC_auto_sufficient_othmaint,-4.3560357093811035,T
382,tnc_shared_ASC_no_auto_othmaint,10.44747543334961,T
383,tnc_shared_ASC_auto_deficient_othmaint,-1.7150009870529175,T
384,tnc_shared_ASC_auto_sufficient_othmaint,-3.3191001415252686,T
385,joint_walk_ASC_no_auto_othmaint,-1.3874882459640503,T
386,joint_walk_ASC_auto_deficient_othmaint,-2.3877387046813965,T
387,joint_walk_ASC_auto_sufficient_othmaint,-8.233956336975098,T
388,joint_bike_ASC_no_auto_othmaint,-7.114161968231201,T
389,joint_bike_ASC_auto_deficient_othmaint,-11.631376266479492,T
390,joint_bike_ASC_auto_sufficient_othmaint,-12.02610969543457,T
391,joint_sr3p_ASC_no_auto_othmaint,4.398617744445801,T
392,joint_sr3p_ASC_auto_deficient_othmaint,-6.108271598815918,T
393,joint_sr3p_ASC_auto_sufficient_othmaint,-6.187594890594482,T
394,joint_walk_transit_ASC_no_auto_othmaint,-3.403791666030884,T
395,joint_walk_transit_ASC_auto_deficient_othmaint,-10.935127258300781,T
396,joint_walk_transit_ASC_auto_sufficient_othmaint,-25.143352508544922,T
397,joint_drive_transit_ASC_auto_deficient_othmaint,-7.636311054229736,T
398,joint_drive_transit_ASC_auto_sufficient_othmaint,-11.59704303741455,T
399,joint_taxi_ASC_no_auto_othmaint,-4.1350226402282715,T
400,joint_taxi_ASC_auto_deficient_othmaint,-14.466911315917969,T
401,joint_taxi_ASC_auto_sufficient_othmaint,-16.13013458251953,T
402,joint_tnc_single_ASC_no_auto_othmaint,-6.7702250480651855,T
403,joint_tnc_single_ASC_auto_deficient_othmaint,-15.24289608001709,T
404,joint_tnc_single_ASC_auto_sufficient_othmaint,-19.272737503051758,T
405,joint_tnc_shared_ASC_no_auto_othmaint,-6.432001113891602,T
406,joint_tnc_shared_ASC_auto_deficient_othmaint,-15.590410232543945,T
407,joint_tnc_shared_ASC_auto_sufficient_othmaint,-17.451005935668945,T
408,local_bus_ASC_othmaint,-2.397921085357666,T
409,walk_light_rail_ASC_othmaint,20.26407814025879,T
410,drive_light_rail_ASC_othmaint,15.681282043457031,T
411,walk_ferry_ASC_othmaint,0.9401237964630127,T
412,drive_ferry_ASC_othmaint,0.9401237964630127,T
413,express_bus_ASC_othmaint,0.9692316055297852,T
414,heavy_rail_ASC_othmaint,0.7706121206283569,T
415,commuter_rail_ASC_othmaint,0.7270184755325317,T
416,walk_transit_CBD_ASC_othmaint,-2.9429242610931396,T
417,drive_transit_CBD_ASC_othmaint,4.19661283493042,T
418,coef_topology_walk_multiplier_othdiscr,15.0,T
419,coef_topology_bike_multiplier_othdiscr,20.0,T
420,coef_topology_trn_multiplier_othdiscr,2.200000047683716,T
421,coef_age16p_sr_multiplier_othdiscr,-2.47834849357605,T
422,taxi_ASC_no_auto_othdiscr,1.7487858533859253,T
423,taxi_ASC_auto_deficient_othdiscr,-4.541800022125244,T
424,taxi_ASC_auto_sufficient_othdiscr,-5.074874401092529,T
425,tnc_single_ASC_no_auto_othdiscr,9.898113250732422,T
426,tnc_single_ASC_auto_deficient_othdiscr,-2.197523355484009,T
427,tnc_single_ASC_auto_sufficient_othdiscr,-3.9006741046905518,T
428,tnc_shared_ASC_no_auto_othdiscr,7.170485973358154,T
429,tnc_shared_ASC_auto_deficient_othdiscr,-4.363450050354004,T
